City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,floro,61.5996,5.0328,277.13,87,40,1.54,NO,1728675533
364,great falls,47.5002,-111.3008,289.35,47,0,1.54,US,1728675310
365,remire-montjoly,4.9167,-52.2667,304.17,74,20,5.14,GF,1728675538
366,dek'emhare,15.07,39.0475,291.08,48,2,2.24,ER,1728675539
367,huanuni,-18.2667,-66.85,288.45,5,0,4.76,BO,1728675541
368,ascension,30.2169,-90.9001,304.27,42,0,2.24,US,1728675542
369,dryden,49.7833,-92.7503,283.31,71,100,5.14,CA,1728675544
370,kerikeri,-35.2268,173.9474,285.88,84,3,2.24,NZ,1728675546
371,winnemucca,40.973,-117.7357,297.18,16,0,3.09,US,1728675547
372,mata-utu,-13.2816,-176.1745,300.76,81,56,7.85,WF,1728675549
373,leh,34.1667,77.5833,276.07,25,0,0.74,IN,1728675550
374,rongelap,11.1635,166.8941,301.44,78,81,7.29,MH,1728675552
375,kilju,40.9642,129.3278,284.43,62,0,2.34,KP,1728675553
376,dauphin,51.1494,-100.0502,287.23,41,0,4.63,CA,1728675555
377,bousso,10.4795,16.7117,300.45,66,37,2.0,TD,1728675556
378,al kharijah,25.4514,30.5464,299.27,27,0,2.81,EG,1728675558
379,bansi,27.1833,82.9333,296.0,62,93,3.67,IN,1728675559
380,marsh harbour,26.5412,-77.0636,300.43,69,38,10.01,BS,1728675560
381,muravlenko,63.7898,74.523,267.64,92,67,3.72,RU,1728675562
382,sokcho,38.2083,128.5911,291.49,59,0,6.69,KR,1728675564
383,sydney,-33.8679,151.2073,289.76,74,75,10.8,AU,1728675318
384,tchintabaraden,15.8969,5.7985,307.32,11,100,3.97,NE,1728675567
385,verkhnevilyuysk,63.4453,120.3167,263.45,97,41,1.93,RU,1728675568
386,jahanian shah,31.8055,72.2771,299.52,20,0,2.08,PK,1728675570
387,holualoa,19.6228,-155.9522,300.12,78,0,5.66,US,1728675571
388,sao gabriel da cachoeira,-0.1303,-67.0892,306.04,62,40,1.54,BR,1728675574
389,yelizovo,53.1873,158.3805,277.23,60,40,3.0,RU,1728675576
390,chela,34.069,104.4619,279.6,96,100,0.89,CN,1728675577
391,petrolina,-9.3986,-40.5008,308.18,29,20,2.06,BR,1728675579
392,ezhva,61.8128,50.7283,271.03,64,0,3.0,RU,1728675580
393,kariba,-16.5167,28.8,296.39,33,0,1.45,ZW,1728675582
394,ta`u,-14.2336,-169.5144,300.03,79,16,8.52,AS,1728675583
395,praia da vitoria,38.7333,-27.0667,292.29,59,40,7.95,PT,1728675585
396,senanga,-16.1167,23.2667,298.08,16,0,5.66,ZM,1728675586
397,acarau,-2.8856,-40.12,300.43,67,19,8.67,BR,1728675588
398,mitu,1.1983,-70.1733,304.08,58,100,1.76,CO,1728675589
399,andergrove,-21.0833,149.1833,294.98,81,17,5.65,AU,1728675590
400,pirane,-25.7324,-59.1088,302.92,35,1,3.09,AR,1728675567
401,kingston,17.997,-76.7936,301.68,79,75,5.14,JM,1728675168
402,iskateley,67.6803,53.1512,272.75,56,100,11.5,RU,1728675594
403,gatton,-27.55,152.2833,286.6,84,10,0.91,AU,1728675596
404,bodaybo,57.8506,114.1933,268.26,92,58,0.67,RU,1728675450
405,fortuna,40.5982,-124.1573,293.34,53,0,0.0,US,1728675598
406,east london,-33.0153,27.9116,290.94,78,100,1.68,ZA,1728675599
407,aberdeen,57.1437,-2.0981,279.56,96,100,1.03,GB,1728675553
408,sabzevar,36.2126,57.6819,294.95,22,7,1.69,IR,1728675604
409,abalak,58.1286,68.5944,269.68,77,13,4.74,RU,1728675605
410,kalmunai,7.4167,81.8167,298.87,87,92,3.39,LK,1728675607
411,laguna,38.421,-121.4238,299.62,47,0,3.09,US,1728675608
412,wainwright,52.839,-110.8572,285.22,38,100,5.2,CA,1728675610
413,kimbe,-5.5502,150.1429,297.01,92,20,1.72,PG,1728675611
414,cova figueira,14.8905,-24.2934,294.42,86,100,8.62,CV,1728675612
415,san agustin de valle fertil,-30.6335,-67.4682,299.18,29,3,6.69,AR,1728675614
416,mamuju,-2.6748,118.8885,298.81,88,100,1.11,ID,1728675615
417,kish,26.5578,54.0194,304.3,62,0,4.12,IR,1728675537
418,tyuratam,45.6507,63.3156,282.19,60,8,4.89,KZ,1728675619
419,katav-ivanovsk,54.7531,58.1956,269.21,85,100,3.09,RU,1728675620
420,ilulissat,69.2167,-51.1,273.16,47,0,0.0,GL,1728675622
421,labrador city,52.9463,-66.9114,278.1,75,75,6.17,CA,1728675623
422,greymouth,-42.4667,171.2,281.48,80,97,2.38,NZ,1728675625
423,fredericksburg,38.3032,-77.4605,295.55,39,0,3.6,US,1728675356
424,rabaul,-4.1967,152.1721,299.33,79,8,3.01,PG,1728675628
425,sorong,-0.8833,131.25,298.29,89,92,2.59,ID,1728675629
426,viedma,-40.8135,-62.9967,290.95,14,25,5.83,AR,1728675443
427,marsa alam,25.0757,34.8918,300.29,52,0,1.45,EG,1728675633
428,benguela,-12.5763,13.4055,297.34,80,34,2.99,AO,1728675634
429,soio,-6.1349,12.3689,298.45,86,19,3.75,AO,1728675636
430,sinop,41.7711,34.8709,289.82,64,99,2.96,TR,1728675639
431,salyan,39.5936,48.9805,293.29,80,100,2.78,AZ,1728675640
432,tambopata,-12.7333,-69.1833,306.09,52,20,4.12,PE,1728675642
433,jiwani,25.05,61.7417,301.47,76,8,3.65,PK,1728675643
434,sakon nakhon,17.3333,103.8333,295.28,86,21,2.35,TH,1728675645
435,nadym,65.5333,72.5167,271.15,78,100,3.62,RU,1728675424
436,bemidji,47.4736,-94.8803,292.14,42,0,5.66,US,1728675648
437,merizo village,13.2658,144.6691,299.25,94,24,1.15,GU,1728675649
438,zamora,-4.0692,-78.9567,297.53,92,88,1.47,EC,1728675651
439,fale old settlement,-9.3852,-171.2468,301.15,77,27,8.14,TK,1728675652
440,tirodi,21.6833,79.7,296.23,89,18,1.25,IN,1728675654
441,rumonge,-3.9736,29.4386,293.74,92,100,0.35,BI,1728675655
442,mishan,45.55,131.8833,280.3,67,3,2.06,CN,1728675656
443,wamba,8.9333,8.6,298.14,84,25,0.65,NG,1728675658
444,coquimbo,-29.9533,-71.3436,292.0,61,20,6.69,CL,1728675578
445,khash,28.2211,61.2158,292.74,17,0,1.85,IR,1728675661
446,rice lake,45.5061,-91.7382,295.07,38,0,5.14,US,1728675662
447,narasannapeta,18.4167,84.05,298.56,87,19,1.01,IN,1728675664
448,malabrigo,-29.3464,-59.9696,301.79,28,0,3.79,AR,1728675665
449,oodweyne,9.4092,45.064,298.7,51,85,3.49,SO,1728675667
450,muang phonsavan,19.45,103.2167,288.42,98,2,0.78,LA,1728675668
451,ushtobe,45.2514,77.9838,286.13,69,100,8.46,KZ,1728675670
452,yinchuan,38.4681,106.2731,289.17,55,100,2.4,CN,1728675671
453,whakatane,-37.9585,176.9854,284.55,86,85,1.79,NZ,1728675673
454,pombas,17.1503,-25.0201,294.49,85,100,5.76,CV,1728675674
455,brisas de zicatela,15.8369,-97.0419,303.44,74,20,4.12,MX,1728675676
456,al manzalah,31.1582,31.937,297.53,73,0,2.6,EG,1728675678
457,kiunga,-6.1219,141.2906,295.66,100,98,0.15,PG,1728675679
458,pontal do parana,-25.6533,-48.5128,294.12,94,75,3.6,BR,1728675681
459,chonchi,-42.6128,-73.8092,285.99,74,70,4.03,CL,1728675682
460,terek,43.4833,44.1361,288.85,58,100,0.55,RU,1728675684
461,dwarka,22.2394,68.9678,300.86,68,100,5.3,IN,1728675685
462,harstad,68.799,16.5293,276.01,86,93,7.55,NO,1728675686
463,pembroke,45.8168,-77.1162,291.03,62,90,4.39,CA,1728675688
464,canutama,-6.5339,-64.3831,312.81,22,99,1.91,BR,1728675689
465,puerto madero,14.7208,-92.4215,305.26,66,40,5.14,MX,1728675691
466,kotido,2.9806,34.1331,299.0,40,55,1.76,UG,1728675692
467,shiyan,32.6475,110.7781,290.59,73,100,1.12,CN,1728675693
468,ubari,26.5921,12.7805,305.59,15,65,4.66,LY,1728675695
469,lucapa,-8.4192,20.7447,297.06,55,100,3.24,AO,1728675696
470,altamont,42.2068,-121.7372,292.53,49,0,2.06,US,1728675698
471,arroyo,41.6096,-4.7969,289.9,72,20,5.14,ES,1728675700
472,harsin,34.2721,47.5861,289.15,22,0,1.4,IR,1728675701
473,kobelyaky,49.1489,34.1965,290.12,67,20,3.74,UA,1728675703
474,razam,18.4667,83.6667,297.69,93,21,0.83,IN,1728675704
475,balabac,7.9868,117.0645,300.88,76,9,2.46,PH,1728675706
476,huambo,-12.7761,15.7392,297.04,23,0,2.57,AO,1728675622
477,punta del este,-34.9667,-54.95,295.21,95,0,5.14,UY,1728675709
478,barra,-11.0894,-43.1417,306.16,35,95,4.0,BR,1728675710
479,shalqar,47.8333,59.6,276.91,58,100,6.91,KZ,1728675712
480,sadjoavato,-12.6334,49.349,295.14,75,0,5.63,MG,1728675713
481,nuuk,64.1835,-51.7216,272.49,86,40,7.72,GL,1728675473
482,pacific grove,36.6177,-121.9166,289.5,95,75,3.6,US,1728675716
483,tukrah,32.5341,20.5791,301.87,40,0,1.35,LY,1728675717
484,severo-yeniseyskiy,60.3725,93.0408,261.48,99,98,0.39,RU,1728675720
485,colesberg,-30.72,25.0972,296.95,12,84,4.48,ZA,1728675722
486,burlington,39.8835,-74.6413,294.24,40,0,6.17,US,1728675609
487,la sarre,48.8002,-79.1996,286.73,72,100,3.71,CA,1728675725
488,tshikapa,-6.4167,20.8,295.04,93,76,2.76,CD,1728675727
489,prince george,53.9166,-122.753,281.84,71,0,1.03,CA,1728675728
490,usinsk,65.9939,57.5281,269.63,76,99,8.42,RU,1728675729
491,faaa,-17.55,-149.6,301.13,69,75,2.57,PF,1728675591
492,guerrero negro,27.9769,-114.0611,301.93,44,4,4.77,MX,1728675590
493,galveston,29.3669,-94.9669,304.84,48,0,2.57,US,1728675734
494,ambon,-3.6954,128.1814,300.92,97,40,1.54,ID,1728675736
495,rurrenabaque,-14.4413,-67.5278,309.98,41,40,5.66,BO,1728675737
496,khandyga,62.6667,135.6,274.27,87,100,1.78,RU,1728675738
497,rikaze,29.25,88.8833,281.14,33,0,0.24,CN,1728675740
498,alotau,-10.3069,150.4462,296.69,96,100,1.56,PG,1728675742
499,vila nova de foz coa,41.0637,-7.2039,287.89,89,100,3.53,PT,1728675743
500,itapolis,-21.5956,-48.8128,305.21,39,81,6.31,BR,1728675745
501,valparaiso,-33.0393,-71.6273,292.28,65,40,4.12,CL,1728675748
502,maquoketa,42.0689,-90.6657,302.13,31,100,3.58,US,1728675749
503,samaniego,1.3385,-77.5957,294.79,87,93,2.28,CO,1728675751
504,palopo,-2.9996,120.1921,297.35,89,97,1.08,ID,1728675753
505,kirakira,-10.4544,161.9205,299.65,83,98,1.79,SB,1728675755
506,mitsamiouli,-11.3847,43.2844,298.91,77,6,1.72,KM,1728675758
507,gadzhiyevo,69.2551,33.3362,281.52,91,100,8.47,RU,1728675760
508,ceeldheer,3.8488,47.1806,298.75,86,100,7.22,SO,1728675761
509,timaru,-44.4,171.25,283.75,72,100,1.79,NZ,1728675762
510,tamandare,-8.7597,-35.1047,298.3,67,100,4.15,BR,1728675764
511,praia,14.9215,-23.5087,300.45,83,100,4.63,CV,1728675557
512,santa vitoria do palmar,-33.5189,-53.3681,291.61,90,100,2.06,BR,1728675766
513,lianzhou,24.7811,112.3825,292.02,75,4,0.41,CN,1728675768
514,egersund,58.4513,5.9997,281.52,66,67,6.93,NO,1728675769
515,palmer,42.1584,-72.3287,293.86,36,20,5.66,US,1728675771
516,letlhakeng,-24.0944,25.0298,298.0,22,25,3.36,BW,1728675772
517,vila franca do campo,37.7167,-25.4333,291.42,99,43,6.8,PT,1728675773
518,ulsteinvik,62.3432,5.8487,277.77,87,100,0.89,NO,1728675775
519,gondar,12.6,37.4667,288.21,74,79,1.66,ET,1728675776
520,jaggayyapeta,16.9,80.1,297.65,94,91,1.99,IN,1728675778
521,bodo,67.28,14.405,277.17,83,40,7.2,NO,1728675779
522,carnarvon,-24.8667,113.6333,293.3,86,0,6.21,AU,1728675780
523,lazaro cardenas,17.9583,-102.2,302.44,72,78,3.78,MX,1728675734
524,west end,26.6833,-78.9667,300.17,69,9,9.96,BS,1728675784
525,seme,15.1942,-12.9448,306.0,45,96,2.82,SN,1728675785
526,chinsali,-10.5414,32.0816,290.38,77,100,2.67,ZM,1728675787
527,palikir - national government center,6.9248,158.1611,297.56,100,75,0.0,FM,1728675788
528,i-n-salah,27.1935,2.4607,307.31,14,0,3.69,DZ,1728675789
529,nadi,-17.8,177.4167,297.15,83,75,0.0,FJ,1728675791
530,hotan,37.0997,79.9269,289.9,32,5,1.94,CN,1728675792
531,orcopampa,-15.2661,-72.3417,289.87,22,15,7.37,PE,1728675794
532,huicungo,-7.2833,-76.8,305.29,62,75,1.54,PE,1728675796
533,ghanzi,-21.5667,21.7833,297.37,20,40,3.53,BW,1728675798
534,touros,-5.1989,-35.4608,298.53,74,72,6.99,BR,1728675799
535,hailin,44.5833,129.4167,279.94,83,0,1.05,CN,1728675800
536,kayangel,8.0823,134.7173,301.98,71,8,2.23,PW,1728675802
537,aykhal,66.0,111.5,261.25,96,98,3.03,RU,1728675804
538,alice springs,-23.7,133.8833,294.9,23,100,3.09,AU,1728675805
539,nikolayevsk-on-amure,53.1406,140.73,277.04,80,68,1.71,RU,1728675806
540,oranjemund,-28.55,16.4333,288.6,77,0,2.92,NA,1728675808
541,amga,60.8953,131.9608,272.57,97,100,4.09,RU,1728675809
542,la paz,-16.5,-68.15,292.14,13,20,4.12,BO,1728675464
543,hanzhong,33.0728,107.0303,288.38,98,100,0.99,CN,1728675814
544,elmadag,39.9208,33.2308,292.23,47,100,1.67,TR,1728675815
545,lepsy,46.235,78.9456,285.33,73,100,11.47,KZ,1728675817
546,chipiona,36.7366,-6.437,295.27,94,100,5.14,ES,1728675818
547,pisco,-13.7,-76.2167,294.83,82,20,4.63,PE,1728675820
548,chicoana,-25.1009,-65.5331,300.18,25,0,4.72,AR,1728675821
549,hirara,24.8,125.2833,298.07,83,100,3.09,JP,1728675823
550,kailua-kona,19.6406,-155.9956,302.19,77,0,5.66,US,1728675824
551,lerwick,60.1545,-1.1494,278.51,54,100,0.58,GB,1728675826
552,caluula,11.9661,50.7569,300.73,70,3,5.52,SO,1728675828
553,pointe-noire,-4.7761,11.8635,298.8,87,61,4.59,CG,1728675829
554,puerto deseado,-47.7503,-65.8938,285.19,40,100,1.66,AR,1728675831
555,lively,46.4334,-81.1498,289.83,67,100,5.22,CA,1728675833
556,jiexiu,37.0244,111.9125,289.71,33,99,1.17,CN,1728675835
557,prince rupert,54.3161,-130.3201,283.2,75,0,2.57,CA,1728675747
558,aztec,36.8222,-107.9929,299.38,15,79,2.22,US,1728675838
559,tsiombe,-25.3,45.4833,294.98,76,85,3.09,MG,1728675839
560,trincomalee,8.5711,81.2335,298.89,86,99,6.39,LK,1728675841
561,kirkland lake,48.1446,-80.0377,290.31,63,100,3.6,CA,1728675842
562,gamay,12.3854,125.2979,298.07,93,100,1.22,PH,1728675845
563,saposoa,-6.934,-76.7716,305.6,44,94,1.14,PE,1728675846
564,mkushi,-13.6202,29.3939,292.59,52,16,3.51,ZM,1728675848
565,mitchell,43.7094,-98.0298,292.14,42,0,6.17,US,1728675849
566,zhongshan,21.3226,110.5829,298.59,79,99,5.29,CN,1728675851
567,williams lake,52.1415,-122.1445,284.29,63,20,4.63,CA,1728675852
568,sosua,19.7667,-70.5167,306.1,70,20,3.09,DO,1728675854
569,vila velha,-20.3297,-40.2925,297.12,97,100,3.6,BR,1728675855
570,cill airne,52.05,-9.5167,281.94,59,100,0.72,IE,1728675856
571,gordonvale,-17.0936,145.7842,296.03,92,31,1.94,AU,1728675858
572,balkh,36.75,67.0,297.15,23,0,3.98,AF,1728675859
573,undurkhaan,47.3194,110.6556,278.19,60,10,3.51,MN,1728675861
574,fort st. john,56.2499,-120.8529,283.09,46,20,4.63,CA,1728675862
575,sa pa,22.3402,103.8441,286.89,93,95,0.36,VN,1728675863
576,the pas,53.8251,-101.2541,286.16,50,0,2.57,CA,1728675865
577,hwange,-18.3693,26.5019,296.11,26,0,1.27,ZW,1728675866
578,karukh,34.4811,62.5863,292.43,24,0,4.01,AF,1728675867
579,dul'durga,50.6761,113.5931,271.18,55,96,1.74,RU,1728675869
580,shizuishan,39.2333,106.7694,287.67,62,99,3.35,CN,1728675870
581,zambezi,-13.5432,23.1047,292.39,19,0,3.01,ZM,1728675872
582,magong,23.5654,119.5863,298.37,78,2,11.71,TW,1728675873
583,las heras,-46.5419,-68.9359,285.94,24,89,10.43,AR,1728675824
584,berdigestyakh,62.0989,126.6992,264.9,96,100,2.32,RU,1728675877
585,betio village,1.358,172.9211,301.17,68,76,5.3,KI,1728675878
586,vernon,50.2581,-119.2691,286.93,39,100,0.67,CA,1728675880
587,awjilah,29.1081,21.2869,304.59,20,4,3.44,LY,1728675881
588,turabah,21.2141,41.6331,297.6,39,5,0.94,SA,1728675882
589,vorkuta,67.5,64.0,264.98,85,100,2.96,RU,1728675884
590,gandajika,-6.75,23.95,292.63,90,63,0.71,CD,1728675885
591,zhalantun,48.0,122.7167,275.33,47,3,2.84,CN,1728675887
592,nema,57.5067,50.5011,270.38,62,66,2.69,RU,1728675888
593,jendouba,36.5011,8.7802,296.16,56,40,2.06,TN,1728675891
594,paramaribo,5.8667,-55.1667,304.1,66,40,4.12,SR,1728675893
595,jayapura,-2.5333,140.7,298.81,95,78,2.46,ID,1728675894
596,mindelo,16.8901,-24.9804,299.9,78,75,7.72,CV,1728675895
